year,country,n_researchers,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2000,SR,9,0,3,-3,0.0,0.3333333333333333,-0.3333333333333333
2001,SR,13,3,2,1,0.23076923076923078,0.15384615384615385,0.07692307692307693
2002,SR,8,1,1,0,0.125,0.125,0.0
2003,SR,21,2,0,2,0.09523809523809523,0.0,0.09523809523809523
2004,SR,40,6,2,4,0.15,0.05,0.1
2005,SR,8,1,1,0,0.125,0.125,0.0
2006,SR,19,2,1,1,0.10526315789473684,0.05263157894736842,0.05263157894736842
2007,SR,22,3,3,0,0.13636363636363635,0.13636363636363635,0.0
2008,SR,35,4,5,-1,0.11428571428571428,0.14285714285714285,-0.02857142857142857
2009,SR,20,4,4,0,0.2,0.2,0.0
2010,SR,13,4,6,-2,0.3076923076923077,0.46153846153846156,-0.15384615384615385
2011,SR,22,3,1,2,0.13636363636363635,0.045454545454545456,0.09090909090909091
2012,SR,28,5,3,2,0.17857142857142858,0.10714285714285714,0.07142857142857142
2013,SR,38,3,5,-2,0.07894736842105263,0.13157894736842105,-0.05263157894736842
2014,SR,38,3,5,-2,0.07894736842105263,0.13157894736842105,-0.05263157894736842
2015,SR,75,15,2,13,0.2,0.02666666666666667,0.17333333333333334
2016,SR,84,12,8,4,0.14285714285714285,0.09523809523809523,0.047619047619047616
2017,SR,94,15,6,9,0.1595744680851064,0.06382978723404255,0.09574468085106383
2018,SR,108,13,12,1,0.12037037037037036,0.1111111111111111,0.009259259259259259
2019,SR,122,14,7,7,0.11475409836065574,0.05737704918032787,0.05737704918032787
2020,SR,118,10,12,-2,0.0847457627118644,0.1016949152542373,-0.01694915254237288
2021,SR,155,18,9,9,0.11612903225806452,0.05806451612903226,0.05806451612903226
2022,SR,128,10,17,-7,0.078125,0.1328125,-0.0546875
2023,SR,181,22,5,17,0.12154696132596685,0.027624309392265192,0.09392265193370165
2024,SR,140,10,29,-19,0.07142857142857142,0.20714285714285716,-0.1357142857142857
2025,SR,163,16,12,4,0.09815950920245399,0.0736196319018405,0.024539877300613498
1998,SS,208,0,0,0,0.0,0.0,0.0
1999,SS,229,67,71,-4,0.2925764192139738,0.31004366812227074,-0.017467248908296942
2000,SS,225,70,87,-17,0.3111111111111111,0.38666666666666666,-0.07555555555555556
2001,SS,245,111,105,6,0.4530612244897959,0.42857142857142855,0.024489795918367346
2002,SS,247,120,125,-5,0.48582995951417,0.5060728744939271,-0.020242914979757085
2003,SS,261,129,134,-5,0.4942528735632184,0.5134099616858238,-0.019157088122605363
2004,SS,191,104,135,-31,0.5445026178010471,0.7068062827225131,-0.16230366492146597
2005,SS,293,152,125,27,0.5187713310580204,0.42662116040955633,0.09215017064846416
2006,SS,323,152,164,-12,0.47058823529411764,0.5077399380804953,-0.03715170278637771
2007,SS,375,205,185,20,0.5466666666666666,0.49333333333333335,0.05333333333333334
2008,SS,331,167,229,-62,0.5045317220543807,0.6918429003021148,-0.18731117824773413
2009,SS,391,207,196,11,0.5294117647058824,0.5012787723785166,0.028132992327365727
2010,SS,382,203,246,-43,0.5314136125654451,0.643979057591623,-0.112565445026178
2011,SS,415,210,248,-38,0.5060240963855421,0.5975903614457831,-0.09156626506024096
2012,SS,435,216,218,-2,0.496551724137931,0.5011494252873563,-0.004597701149425287
2013,SS,527,272,239,33,0.5161290322580645,0.45351043643263755,0.06261859582542695
2014,SS,567,319,300,19,0.562610229276896,0.5291005291005291,0.03350970017636684
2015,SS,626,374,339,35,0.597444089456869,0.5415335463258786,0.05591054313099041
2016,SS,598,340,361,-21,0.568561872909699,0.6036789297658863,-0.03511705685618729
2017,SS,560,285,369,-84,0.5089285714285714,0.6589285714285714,-0.15
2018,SS,633,340,356,-16,0.5371248025276462,0.5624012638230648,-0.02527646129541864
2019,SS,926,449,353,96,0.48488120950323976,0.38120950323974084,0.10367170626349892
2020,SS,1103,550,497,53,0.4986400725294651,0.45058930190389845,0.04805077062556664
2021,SS,1124,523,557,-34,0.4653024911032028,0.49555160142348753,-0.030249110320284697
2022,SS,1617,628,546,82,0.3883735312306741,0.33766233766233766,0.05071119356833643
2023,SS,1497,722,753,-31,0.48229792919171677,0.503006012024048,-0.020708082832331328
2024,SS,1476,659,802,-143,0.4464769647696477,0.5433604336043361,-0.09688346883468835
2025,SS,1017,508,722,-214,0.4995083579154376,0.7099311701081613,-0.21042281219272368
1998,ST,24,0,0,0,0.0,0.0,0.0
1999,ST,36,6,2,4,0.16666666666666666,0.05555555555555555,0.1111111111111111
2000,ST,53,14,11,3,0.2641509433962264,0.20754716981132076,0.05660377358490566
2001,ST,46,6,5,1,0.13043478260869565,0.10869565217391304,0.021739130434782608
2002,ST,49,8,14,-6,0.16326530612244897,0.2857142857142857,-0.12244897959183673
2003,ST,62,11,18,-7,0.1774193548387097,0.2903225806451613,-0.11290322580645161
2004,ST,108,36,18,18,0.3333333333333333,0.16666666666666666,0.16666666666666666
2005,ST,154,65,28,37,0.42207792207792205,0.18181818181818182,0.24025974025974026
2006,ST,116,32,40,-8,0.27586206896551724,0.3448275862068966,-0.06896551724137931
2007,ST,108,32,46,-14,0.2962962962962963,0.42592592592592593,-0.12962962962962962
2008,ST,140,52,45,7,0.37142857142857144,0.32142857142857145,0.05
2009,ST,159,57,45,12,0.3584905660377358,0.2830188679245283,0.07547169811320754
2010,ST,146,38,70,-32,0.2602739726027397,0.4794520547945205,-0.2191780821917808
2011,ST,167,61,70,-9,0.3652694610778443,0.41916167664670656,-0.05389221556886228
2012,ST,172,62,78,-16,0.36046511627906974,0.45348837209302323,-0.09302325581395349
2013,ST,147,49,59,-10,0.3333333333333333,0.4013605442176871,-0.06802721088435375
2014,ST,185,43,80,-37,0.23243243243243245,0.43243243243243246,-0.2
2015,ST,200,81,65,16,0.405,0.325,0.08
2016,ST,328,125,79,46,0.38109756097560976,0.24085365853658536,0.1402439024390244
2017,ST,220,70,94,-24,0.3181818181818182,0.42727272727272725,-0.10909090909090909
2018,ST,212,68,119,-51,0.32075471698113206,0.5613207547169812,-0.24056603773584906
2019,ST,219,91,124,-33,0.4155251141552511,0.5662100456621004,-0.1506849315068493
2020,ST,324,103,138,-35,0.31790123456790126,0.42592592592592593,-0.10802469135802469
2021,ST,388,110,127,-17,0.28350515463917525,0.327319587628866,-0.04381443298969072
2022,ST,722,216,136,80,0.29916897506925205,0.1883656509695291,0.11080332409972299
2023,ST,746,208,184,24,0.27882037533512066,0.24664879356568364,0.032171581769437
2024,ST,608,195,194,1,0.3207236842105263,0.3190789473684211,0.001644736842105263
2025,ST,288,129,197,-68,0.4479166666666667,0.6840277777777778,-0.2361111111111111
1998,SV,78,0,0,0,0.0,0.0,0.0
1999,SV,64,3,3,0,0.046875,0.046875,0.0
2000,SV,90,4,7,-3,0.044444444444444446,0.07777777777777778,-0.03333333333333333
2001,SV,104,18,5,13,0.17307692307692307,0.04807692307692308,0.125
2002,SV,124,14,15,-1,0.11290322580645161,0.12096774193548387,-0.008064516129032258
2003,SV,120,13,15,-2,0.10833333333333334,0.125,-0.016666666666666666
2004,SV,140,18,24,-6,0.12857142857142856,0.17142857142857143,-0.04285714285714286
2005,SV,143,23,28,-5,0.16083916083916083,0.1958041958041958,-0.03496503496503497
2006,SV,183,35,21,14,0.1912568306010929,0.11475409836065574,0.07650273224043716
2007,SV,147,39,24,15,0.2653061224489796,0.16326530612244897,0.10204081632653061
2008,SV,164,40,48,-8,0.24390243902439024,0.2926829268292683,-0.04878048780487805
2009,SV,243,59,41,18,0.24279835390946503,0.16872427983539096,0.07407407407407407
2010,SV,272,57,52,5,0.20955882352941177,0.19117647058823528,0.01838235294117647
2011,SV,251,65,68,-3,0.2589641434262948,0.27091633466135456,-0.01195219123505976
2012,SV,305,68,79,-11,0.22295081967213115,0.25901639344262295,-0.036065573770491806
2013,SV,343,72,72,0,0.2099125364431487,0.2099125364431487,0.0
2014,SV,289,57,83,-26,0.1972318339100346,0.28719723183391005,-0.08996539792387544
2015,SV,411,96,86,10,0.23357664233576642,0.20924574209245742,0.024330900243309004
2016,SV,566,129,107,22,0.22791519434628976,0.18904593639575973,0.038869257950530034
2017,SV,747,160,120,40,0.214190093708166,0.1606425702811245,0.0535475234270415
2018,SV,670,174,135,39,0.25970149253731345,0.20149253731343283,0.058208955223880594
2019,SV,664,129,159,-30,0.19427710843373494,0.2394578313253012,-0.045180722891566265
2020,SV,901,162,145,17,0.17980022197558268,0.1609322974472808,0.018867924528301886
2021,SV,869,172,177,-5,0.19792865362485615,0.20368239355581128,-0.005753739930955121
2022,SV,1061,195,160,35,0.18378887841658811,0.15080113100848255,0.03298774740810556
2023,SV,1019,207,195,12,0.20314033366045142,0.19136408243375858,0.011776251226692836
2024,SV,1158,244,189,55,0.21070811744386875,0.16321243523316062,0.047495682210708115
2025,SV,1331,277,235,42,0.20811419984973703,0.17655897821187078,0.03155522163786627
1998,SX,1,0,0,0,0.0,0.0,0.0
1999,SX,1,0,0,0,0.0,0.0,0.0
2000,SX,2,1,0,1,0.5,0.0,0.5
2001,SX,1,0,0,0,0.0,0.0,0.0
2002,SX,1,1,0,1,1.0,0.0,1.0
2003,SX,4,0,2,-2,0.0,0.5,-0.5
2004,SX,3,1,0,1,0.3333333333333333,0.0,0.3333333333333333
2005,SX,23,2,2,0,0.08695652173913043,0.08695652173913043,0.0
2006,SX,23,5,5,0,0.21739130434782608,0.21739130434782608,0.0
2007,SX,11,2,4,-2,0.18181818181818182,0.36363636363636365,-0.18181818181818182
2008,SX,5,3,3,0,0.6,0.6,0.0
2009,SX,7,2,4,-2,0.2857142857142857,0.5714285714285714,-0.2857142857142857
2010,SX,3,0,4,-4,0.0,1.3333333333333333,-1.3333333333333333
2011,SX,5,2,3,-1,0.4,0.6,-0.2
2012,SX,6,4,3,1,0.6666666666666666,0.5,0.16666666666666666
2013,SX,7,2,6,-4,0.2857142857142857,0.8571428571428571,-0.5714285714285714
2014,SX,18,6,7,-1,0.3333333333333333,0.3888888888888889,-0.05555555555555555
2015,SX,16,9,3,6,0.5625,0.1875,0.375
2016,SX,15,5,7,-2,0.3333333333333333,0.4666666666666667,-0.13333333333333333
2017,SX,19,5,5,0,0.2631578947368421,0.2631578947368421,0.0
2018,SX,23,9,6,3,0.391304347826087,0.2608695652173913,0.13043478260869565
2019,SX,21,8,11,-3,0.38095238095238093,0.5238095238095238,-0.14285714285714285
2020,SX,38,12,8,4,0.3157894736842105,0.21052631578947367,0.10526315789473684
2021,SX,67,24,13,11,0.3582089552238806,0.19402985074626866,0.16417910447761194
2022,SX,81,21,22,-1,0.25925925925925924,0.2716049382716049,-0.012345679012345678
2023,SX,108,18,18,0,0.16666666666666666,0.16666666666666666,0.0
2024,SX,77,16,19,-3,0.2077922077922078,0.24675324675324675,-0.03896103896103896
2025,SX,101,34,23,11,0.33663366336633666,0.22772277227722773,0.10891089108910891
1998,SY,138,0,0,0,0.0,0.0,0.0
1999,SY,160,6,12,-6,0.0375,0.075,-0.0375
2000,SY,200,15,8,7,0.075,0.04,0.035
2001,SY,163,13,20,-7,0.07975460122699386,0.12269938650306748,-0.04294478527607362
2002,SY,181,21,24,-3,0.11602209944751381,0.13259668508287292,-0.016574585635359115
2003,SY,217,27,14,13,0.12442396313364056,0.06451612903225806,0.059907834101382486
2004,SY,264,37,11,26,0.14015151515151514,0.041666666666666664,0.09848484848484848
2005,SY,260,28,26,2,0.1076923076923077,0.1,0.007692307692307693
2006,SY,288,47,29,18,0.16319444444444445,0.10069444444444445,0.0625
2007,SY,306,39,28,11,0.12745098039215685,0.0915032679738562,0.03594771241830065
2008,SY,379,52,34,18,0.13720316622691292,0.08970976253298153,0.047493403693931395
2009,SY,382,50,37,13,0.13089005235602094,0.0968586387434555,0.034031413612565446
2010,SY,568,86,54,32,0.15140845070422534,0.09507042253521127,0.056338028169014086
2011,SY,612,93,48,45,0.15196078431372548,0.0784313725490196,0.07352941176470588
2012,SY,756,96,86,10,0.12698412698412698,0.11375661375661375,0.013227513227513227
2013,SY,667,76,96,-20,0.11394302848575712,0.14392803598200898,-0.029985007496251874
2014,SY,776,94,87,7,0.1211340206185567,0.11211340206185567,0.00902061855670103
2015,SY,832,97,108,-11,0.11658653846153846,0.12980769230769232,-0.013221153846153846
2016,SY,809,76,114,-38,0.09394313967861558,0.14091470951792337,-0.04697156983930779
2017,SY,787,97,128,-31,0.12325285895806862,0.16264294790343076,-0.03939008894536213
2018,SY,942,86,131,-45,0.09129511677282377,0.13906581740976645,-0.04777070063694268
2019,SY,1306,123,141,-18,0.09418070444104135,0.10796324655436447,-0.013782542113323124
2020,SY,1592,136,170,-34,0.08542713567839195,0.10678391959798995,-0.02135678391959799
2021,SY,2017,204,164,40,0.10114030738720872,0.0813088745661874,0.01983143282102132
2022,SY,2604,180,159,21,0.06912442396313365,0.06105990783410138,0.008064516129032258
2023,SY,2954,261,262,-1,0.08835477318889641,0.08869329722410291,-0.00033852403520649965
2024,SY,3343,334,299,35,0.09991026024528867,0.08944062219563266,0.010469638049655998
2025,SY,3409,365,318,47,0.1070695218539161,0.09328248753300088,0.013787034320915225
1998,SZ,23,0,0,0,0.0,0.0,0.0
1999,SZ,23,1,0,1,0.043478260869565216,0.0,0.043478260869565216
2000,SZ,39,2,0,2,0.05128205128205128,0.0,0.05128205128205128
2001,SZ,25,1,5,-4,0.04,0.2,-0.16
2002,SZ,36,4,3,1,0.1111111111111111,0.08333333333333333,0.027777777777777776
2003,SZ,27,1,7,-6,0.037037037037037035,0.25925925925925924,-0.2222222222222222
2004,SZ,58,7,2,5,0.1206896551724138,0.034482758620689655,0.08620689655172414
2005,SZ,34,3,3,0,0.08823529411764706,0.08823529411764706,0.0
2006,SZ,30,4,6,-2,0.13333333333333333,0.2,-0.06666666666666667
2007,SZ,35,5,2,3,0.14285714285714285,0.05714285714285714,0.08571428571428572
2008,SZ,53,3,3,0,0.05660377358490566,0.05660377358490566,0.0
2009,SZ,50,7,3,4,0.14,0.06,0.08
2010,SZ,83,9,8,1,0.10843373493975904,0.0963855421686747,0.012048192771084338
2011,SZ,58,10,11,-1,0.1724137931034483,0.1896551724137931,-0.017241379310344827
2012,SZ,67,11,11,0,0.16417910447761194,0.16417910447761194,0.0
2013,SZ,80,12,14,-2,0.15,0.175,-0.025
2014,SZ,109,21,12,9,0.1926605504587156,0.11009174311926606,0.08256880733944955
2015,SZ,94,10,16,-6,0.10638297872340426,0.1702127659574468,-0.06382978723404255
2016,SZ,100,14,10,4,0.14,0.1,0.04
2017,SZ,126,16,14,2,0.12698412698412698,0.1111111111111111,0.015873015873015872
2018,SZ,138,24,13,11,0.17391304347826086,0.09420289855072464,0.07971014492753623
2019,SZ,224,31,20,11,0.13839285714285715,0.08928571428571429,0.049107142857142856
2020,SZ,245,45,18,27,0.1836734693877551,0.07346938775510205,0.11020408163265306
2021,SZ,210,39,30,9,0.18571428571428572,0.14285714285714285,0.04285714285714286
2022,SZ,269,43,27,16,0.15985130111524162,0.10037174721189591,0.05947955390334572
2023,SZ,232,45,41,4,0.1939655172413793,0.17672413793103448,0.017241379310344827
2024,SZ,254,37,38,-1,0.14566929133858267,0.14960629921259844,-0.003937007874015748
2025,SZ,276,44,45,-1,0.15942028985507245,0.16304347826086957,-0.0036231884057971015
1998,TC,1,0,0,0,0.0,0.0,0.0
2002,TC,2,0,0,0,0.0,0.0,0.0
2003,TC,1,1,1,0,1.0,1.0,0.0
2004,TC,1,0,1,-1,0.0,1.0,-1.0
2006,TC,1,1,0,1,1.0,0.0,1.0
2007,TC,1,0,0,0,0.0,0.0,0.0
2010,TC,1,1,1,0,1.0,1.0,0.0
2013,TC,1,0,0,0,0.0,0.0,0.0
2014,TC,1,0,0,0,0.0,0.0,0.0
2015,TC,3,2,0,2,0.6666666666666666,0.0,0.6666666666666666
2016,TC,8,3,2,1,0.375,0.25,0.125
2017,TC,5,1,1,0,0.2,0.2,0.0
2018,TC,8,1,0,1,0.125,0.0,0.125
2019,TC,19,2,0,2,0.10526315789473684,0.0,0.10526315789473684
2020,TC,13,3,0,3,0.23076923076923078,0.0,0.23076923076923078
2021,TC,11,0,4,-4,0.0,0.36363636363636365,-0.36363636363636365
2022,TC,15,2,0,2,0.13333333333333333,0.0,0.13333333333333333
2023,TC,33,7,2,5,0.21212121212121213,0.06060606060606061,0.15151515151515152
2024,TC,49,1,4,-3,0.02040816326530612,0.08163265306122448,-0.061224489795918366
2025,TC,37,4,4,0,0.10810810810810811,0.10810810810810811,0.0
1998,TD,5,0,0,0,0.0,0.0,0.0
1999,TD,15,3,0,3,0.2,0.0,0.2
2000,TD,29,5,3,2,0.1724137931034483,0.10344827586206896,0.06896551724137931
2001,TD,15,2,3,-1,0.13333333333333333,0.2,-0.06666666666666667
2002,TD,38,3,4,-1,0.07894736842105263,0.10526315789473684,-0.02631578947368421
2003,TD,47,1,3,-2,0.02127659574468085,0.06382978723404255,-0.0425531914893617
2004,TD,25,0,4,-4,0.0,0.16,-0.16
2005,TD,38,3,1,2,0.07894736842105263,0.02631578947368421,0.05263157894736842
2006,TD,36,5,6,-1,0.1388888888888889,0.16666666666666666,-0.027777777777777776
2007,TD,32,2,1,1,0.0625,0.03125,0.03125
2008,TD,27,1,5,-4,0.037037037037037035,0.18518518518518517,-0.14814814814814814
2009,TD,42,3,6,-3,0.07142857142857142,0.14285714285714285,-0.07142857142857142
2010,TD,23,3,2,1,0.13043478260869565,0.08695652173913043,0.043478260869565216
2011,TD,44,4,6,-2,0.09090909090909091,0.13636363636363635,-0.045454545454545456
2012,TD,38,7,6,1,0.18421052631578946,0.15789473684210525,0.02631578947368421
2013,TD,73,10,8,2,0.136986301369863,0.1095890410958904,0.0273972602739726
2014,TD,85,6,4,2,0.07058823529411765,0.047058823529411764,0.023529411764705882
2015,TD,114,23,8,15,0.20175438596491227,0.07017543859649122,0.13157894736842105
2016,TD,131,18,17,1,0.13740458015267176,0.1297709923664122,0.007633587786259542
2017,TD,277,83,16,67,0.2996389891696751,0.05776173285198556,0.24187725631768953
2018,TD,129,18,38,-20,0.13953488372093023,0.29457364341085274,-0.15503875968992248
2019,TD,162,26,24,2,0.16049382716049382,0.14814814814814814,0.012345679012345678
2020,TD,209,31,17,14,0.14832535885167464,0.08133971291866028,0.06698564593301436
2021,TD,325,39,37,2,0.12,0.11384615384615385,0.006153846153846154
2022,TD,420,30,24,6,0.07142857142857142,0.05714285714285714,0.014285714285714285
2023,TD,522,67,42,25,0.12835249042145594,0.08045977011494253,0.04789272030651341
2024,TD,508,69,52,17,0.13582677165354332,0.10236220472440945,0.03346456692913386
2025,TD,417,49,42,7,0.11750599520383694,0.10071942446043165,0.016786570743405275
1998,TG,49,0,0,0,0.0,0.0,0.0
1999,TG,69,2,2,0,0.028985507246376812,0.028985507246376812,0.0
2000,TG,71,5,3,2,0.07042253521126761,0.04225352112676056,0.028169014084507043
2001,TG,85,4,5,-1,0.047058823529411764,0.058823529411764705,-0.011764705882352941
2002,TG,94,10,5,5,0.10638297872340426,0.05319148936170213,0.05319148936170213
2003,TG,113,5,9,-4,0.04424778761061947,0.07964601769911504,-0.035398230088495575
2004,TG,109,7,9,-2,0.06422018348623854,0.08256880733944955,-0.01834862385321101
2005,TG,112,6,13,-7,0.05357142857142857,0.11607142857142858,-0.0625
2006,TG,143,21,9,12,0.14685314685314685,0.06293706293706294,0.08391608391608392
2007,TG,171,19,21,-2,0.1111111111111111,0.12280701754385964,-0.011695906432748537
2008,TG,139,16,23,-7,0.11510791366906475,0.16546762589928057,-0.050359712230215826
2009,TG,174,12,19,-7,0.06896551724137931,0.10919540229885058,-0.040229885057471264
2010,TG,269,21,16,5,0.07806691449814127,0.05947955390334572,0.01858736059479554
2011,TG,218,20,19,1,0.09174311926605505,0.0871559633027523,0.0045871559633027525
2012,TG,305,28,29,-1,0.09180327868852459,0.09508196721311475,-0.003278688524590164
2013,TG,443,23,26,-3,0.05191873589164785,0.05869074492099323,-0.006772009029345372
2014,TG,527,40,33,7,0.07590132827324478,0.06261859582542695,0.013282732447817837
2015,TG,609,42,38,4,0.06896551724137931,0.06239737274220033,0.006568144499178982
2016,TG,674,54,50,4,0.08011869436201781,0.07418397626112759,0.005934718100890208
2017,TG,739,67,47,20,0.09066305818673884,0.06359945872801083,0.02706359945872801
2018,TG,887,79,62,17,0.08906426155580609,0.06989853438556934,0.019165727170236752
2019,TG,878,56,88,-32,0.06378132118451026,0.10022779043280182,-0.03644646924829157
2020,TG,1016,86,67,19,0.08464566929133858,0.06594488188976377,0.018700787401574805
2021,TG,1207,67,84,-17,0.05550952775476388,0.0695940347970174,-0.014084507042253521
2022,TG,1429,87,76,11,0.06088173547935619,0.05318404478656403,0.007697690692792162
2023,TG,1546,114,74,40,0.07373868046571798,0.047865459249676584,0.0258732212160414
2024,TG,1439,133,134,-1,0.09242529534398888,0.09312022237665045,-0.0006949270326615705
2025,TG,1507,133,165,-32,0.08825481088254811,0.10948905109489052,-0.021234240212342402
1998,TH,2147,0,0,0,0.0,0.0,0.0
1999,TH,2508,124,83,41,0.049441786283891544,0.033094098883572565,0.01634768740031898
2000,TH,3034,198,160,38,0.06526038233355307,0.05273566249176005,0.012524719841793012
2001,TH,3340,269,216,53,0.08053892215568863,0.06467065868263473,0.01586826347305389
